0,0,0,1.826074803,0,2.06069784,2.041392685,1.278753601,0
0,0.301029996,0,0.602059991,0.301029996,2.451786436,2.264817823,2.045322979,0
0.301029996,0.477121255,0,0,0,2.439332694,2.257678575,2.025305865,0
